lat,lon
54.47379414969017,18.441467870696584
54.47379414969017,18.45961890283668
54.47379414969017,18.477769934976774
54.47379414969017,18.49592096711687
54.47379414969017,18.514071999256963
54.47379414969017,18.53222303139706
54.47379414969017,18.550374063537152
54.47379414969017,18.56852509567725
54.47379414969017,18.58667612781734
54.47379414969017,18.604827159957438
54.47379414969017,18.62297819209753
54.47379414969017,18.641129224237627
54.47379414969017,18.65928025637772
54.47379414969017,18.677431288517816
54.47379414969017,18.69558232065791
54.47379414969017,18.713733352798005
54.47379414969017,18.7318843849381
54.47379414969017,18.750035417078195
54.47379414969017,18.768186449218287
54.47379414969017,18.786337481358384
54.47379414969017,18.804488513498477
54.47379414969017,18.822639545638573
54.47379414969017,18.840790577778666
54.47379414969017,18.858941609918762
54.47379414969017,18.877092642058855
54.46482878692205,18.441467870696584
54.46482878692205,18.45961890283668
54.46482878692205,18.477769934976774
54.46482878692205,18.49592096711687
54.46482878692205,18.514071999256963
54.46482878692205,18.53222303139706
54.46482878692205,18.550374063537152
54.46482878692205,18.56852509567725
54.46482878692205,18.58667612781734
54.46482878692205,18.604827159957438
54.46482878692205,18.62297819209753
54.46482878692205,18.641129224237627
54.46482878692205,18.65928025637772
54.46482878692205,18.677431288517816
54.46482878692205,18.69558232065791
54.46482878692205,18.713733352798005
54.46482878692205,18.7318843849381
54.46482878692205,18.750035417078195
54.46482878692205,18.768186449218287
54.46482878692205,18.786337481358384
54.46482878692205,18.804488513498477
54.46482878692205,18.822639545638573
54.46482878692205,18.840790577778666
54.46482878692205,18.858941609918762
54.46482878692205,18.877092642058855
54.455863424153925,18.441467870696584
54.455863424153925,18.45961890283668
54.455863424153925,18.477769934976774
54.455863424153925,18.49592096711687
54.455863424153925,18.514071999256963
54.455863424153925,18.53222303139706
54.455863424153925,18.550374063537152
54.455863424153925,18.56852509567725
54.455863424153925,18.58667612781734
54.455863424153925,18.604827159957438
54.455863424153925,18.62297819209753
54.455863424153925,18.641129224237627
54.455863424153925,18.65928025637772
54.455863424153925,18.677431288517816
54.455863424153925,18.69558232065791
54.455863424153925,18.713733352798005
54.455863424153925,18.7318843849381
54.455863424153925,18.750035417078195
54.455863424153925,18.768186449218287
54.455863424153925,18.786337481358384
54.455863424153925,18.804488513498477
54.455863424153925,18.822639545638573
54.455863424153925,18.840790577778666
54.455863424153925,18.858941609918762
54.455863424153925,18.877092642058855
54.4468980613858,18.441467870696584
54.4468980613858,18.45961890283668
54.4468980613858,18.477769934976774
54.4468980613858,18.49592096711687
54.4468980613858,18.514071999256963
54.4468980613858,18.53222303139706
54.4468980613858,18.550374063537152
54.4468980613858,18.56852509567725
54.4468980613858,18.58667612781734
54.4468980613858,18.604827159957438
54.4468980613858,18.62297819209753
54.4468980613858,18.641129224237627
54.4468980613858,18.65928025637772
54.4468980613858,18.677431288517816
54.4468980613858,18.69558232065791
54.4468980613858,18.713733352798005
54.4468980613858,18.7318843849381
54.4468980613858,18.750035417078195
54.4468980613858,18.768186449218287
54.4468980613858,18.786337481358384
54.4468980613858,18.804488513498477
54.4468980613858,18.822639545638573
54.4468980613858,18.840790577778666
54.4468980613858,18.858941609918762
54.4468980613858,18.877092642058855
54.43793269861767,18.441467870696584
54.43793269861767,18.45961890283668
54.43793269861767,18.477769934976774
54.43793269861767,18.49592096711687
54.43793269861767,18.514071999256963
54.43793269861767,18.53222303139706
54.43793269861767,18.550374063537152
54.43793269861767,18.56852509567725
54.43793269861767,18.58667612781734
54.43793269861767,18.604827159957438
54.43793269861767,18.62297819209753
54.43793269861767,18.641129224237627
54.43793269861767,18.65928025637772
54.43793269861767,18.677431288517816
54.43793269861767,18.69558232065791
54.43793269861767,18.713733352798005
54.43793269861767,18.7318843849381
54.43793269861767,18.750035417078195
54.43793269861767,18.768186449218287
54.43793269861767,18.786337481358384
54.43793269861767,18.804488513498477
54.43793269861767,18.822639545638573
54.43793269861767,18.840790577778666
54.43793269861767,18.858941609918762
54.43793269861767,18.877092642058855
54.42896733584955,18.441467870696584
54.42896733584955,18.45961890283668
54.42896733584955,18.477769934976774
54.42896733584955,18.49592096711687
54.42896733584955,18.514071999256963
54.42896733584955,18.53222303139706
54.42896733584955,18.550374063537152
54.42896733584955,18.56852509567725
54.42896733584955,18.58667612781734
54.42896733584955,18.604827159957438
54.42896733584955,18.62297819209753
54.42896733584955,18.641129224237627
54.42896733584955,18.65928025637772
54.42896733584955,18.677431288517816
54.42896733584955,18.69558232065791
54.42896733584955,18.713733352798005
54.42896733584955,18.7318843849381
54.42896733584955,18.750035417078195
54.42896733584955,18.768186449218287
54.42896733584955,18.786337481358384
54.42896733584955,18.804488513498477
54.42896733584955,18.822639545638573
54.42896733584955,18.840790577778666
54.42896733584955,18.858941609918762
54.42896733584955,18.877092642058855
54.420001973081426,18.441467870696584
54.420001973081426,18.45961890283668
54.420001973081426,18.477769934976774
54.420001973081426,18.49592096711687
54.420001973081426,18.514071999256963
54.420001973081426,18.53222303139706
54.420001973081426,18.550374063537152
54.420001973081426,18.56852509567725
54.420001973081426,18.58667612781734
54.420001973081426,18.604827159957438
54.420001973081426,18.62297819209753
54.420001973081426,18.641129224237627
54.420001973081426,18.65928025637772
54.420001973081426,18.677431288517816
54.420001973081426,18.69558232065791
54.420001973081426,18.713733352798005
54.420001973081426,18.7318843849381
54.420001973081426,18.750035417078195
54.420001973081426,18.768186449218287
54.420001973081426,18.786337481358384
54.420001973081426,18.804488513498477
54.420001973081426,18.822639545638573
54.420001973081426,18.840790577778666
54.420001973081426,18.858941609918762
54.420001973081426,18.877092642058855
54.4110366103133,18.441467870696584
54.4110366103133,18.45961890283668
54.4110366103133,18.477769934976774
54.4110366103133,18.49592096711687
54.4110366103133,18.514071999256963
54.4110366103133,18.53222303139706
54.4110366103133,18.550374063537152
54.4110366103133,18.56852509567725
54.4110366103133,18.58667612781734
54.4110366103133,18.604827159957438
54.4110366103133,18.62297819209753
54.4110366103133,18.641129224237627
54.4110366103133,18.65928025637772
54.4110366103133,18.677431288517816
54.4110366103133,18.69558232065791
54.4110366103133,18.713733352798005
54.4110366103133,18.7318843849381
54.4110366103133,18.750035417078195
54.4110366103133,18.768186449218287
54.4110366103133,18.786337481358384
54.4110366103133,18.804488513498477
54.4110366103133,18.822639545638573
54.4110366103133,18.840790577778666
54.4110366103133,18.858941609918762
54.4110366103133,18.877092642058855
54.40207124754518,18.441467870696584
54.40207124754518,18.45961890283668
54.40207124754518,18.477769934976774
54.40207124754518,18.49592096711687
54.40207124754518,18.514071999256963
54.40207124754518,18.53222303139706
54.40207124754518,18.550374063537152
54.40207124754518,18.56852509567725
54.40207124754518,18.58667612781734
54.40207124754518,18.604827159957438
54.40207124754518,18.62297819209753
54.40207124754518,18.641129224237627
54.40207124754518,18.65928025637772
54.40207124754518,18.677431288517816
54.40207124754518,18.69558232065791
54.40207124754518,18.713733352798005
54.40207124754518,18.7318843849381
54.40207124754518,18.750035417078195
54.40207124754518,18.768186449218287
54.40207124754518,18.786337481358384
54.40207124754518,18.804488513498477
54.40207124754518,18.822639545638573
54.40207124754518,18.840790577778666
54.40207124754518,18.858941609918762
54.40207124754518,18.877092642058855
54.39310588477706,18.441467870696584
54.39310588477706,18.45961890283668
54.39310588477706,18.477769934976774
54.39310588477706,18.49592096711687
54.39310588477706,18.514071999256963
54.39310588477706,18.53222303139706
54.39310588477706,18.550374063537152
54.39310588477706,18.56852509567725
54.39310588477706,18.58667612781734
54.39310588477706,18.604827159957438
54.39310588477706,18.62297819209753
54.39310588477706,18.641129224237627
54.39310588477706,18.65928025637772
54.39310588477706,18.677431288517816
54.39310588477706,18.69558232065791
54.39310588477706,18.713733352798005
54.39310588477706,18.7318843849381
54.39310588477706,18.750035417078195
54.39310588477706,18.768186449218287
54.39310588477706,18.786337481358384
54.39310588477706,18.804488513498477
54.39310588477706,18.822639545638573
54.39310588477706,18.840790577778666
54.39310588477706,18.858941609918762
54.39310588477706,18.877092642058855
54.38414052200893,18.441467870696584
54.38414052200893,18.45961890283668
54.38414052200893,18.477769934976774
54.38414052200893,18.49592096711687
54.38414052200893,18.514071999256963
54.38414052200893,18.53222303139706
54.38414052200893,18.550374063537152
54.38414052200893,18.56852509567725
54.38414052200893,18.58667612781734
54.38414052200893,18.604827159957438
54.38414052200893,18.62297819209753
54.38414052200893,18.641129224237627
54.38414052200893,18.65928025637772
54.38414052200893,18.677431288517816
54.38414052200893,18.69558232065791
54.38414052200893,18.713733352798005
54.38414052200893,18.7318843849381
54.38414052200893,18.750035417078195
54.38414052200893,18.768186449218287
54.38414052200893,18.786337481358384
54.38414052200893,18.804488513498477
54.38414052200893,18.822639545638573
54.38414052200893,18.840790577778666
54.38414052200893,18.858941609918762
54.38414052200893,18.877092642058855
54.375175159240804,18.441467870696584
54.375175159240804,18.45961890283668
54.375175159240804,18.477769934976774
54.375175159240804,18.49592096711687
54.375175159240804,18.514071999256963
54.375175159240804,18.53222303139706
54.375175159240804,18.550374063537152
54.375175159240804,18.56852509567725
54.375175159240804,18.58667612781734
54.375175159240804,18.604827159957438
54.375175159240804,18.62297819209753
54.375175159240804,18.641129224237627
54.375175159240804,18.65928025637772
54.375175159240804,18.677431288517816
54.375175159240804,18.69558232065791
54.375175159240804,18.713733352798005
