lat,lon,type,title,link
54.444457,18.4196374,sport,Marba Sport,https://www.google.com/maps/place/Marba+Sport/data=!4m7!3m6!1s0x46fda1e56622f085:0xfa294cc6757b6b1d!8m2!3d54.444457!4d18.4196374!16s%2Fg%2F11fm1658g5!19sChIJhfAiZuWh_UYRHWt7dcZMKfo?authuser=0&hl=en&rclk=1
54.441666,18.410895,sport,Cyclo Sport Sp. J. Olejniczak,https://www.google.com/maps/place/Cyclo+Sport+Sp.+J.+Olejniczak/data=!4m7!3m6!1s0x46fda1fb9c83fd05:0x4500d3aebaca34ec!8m2!3d54.441666!4d18.410895!16s%2Fg%2F1td4nd3h!19sChIJBf2DnPuh_UYR7DTKuq7TAEU?authuser=0&hl=en&rclk=1
54.4732194,18.463831,sport,Buy Sports & Outdoor supplies online,https://www.google.com/maps/place/Buy+Sports+%26+Outdoor+supplies+online/data=!4m7!3m6!1s0x46fda10a1bd54c65:0x1e4d2766cfb8e6c8!8m2!3d54.4732194!4d18.463831!16s%2Fg%2F11fm16b7p6!19sChIJZUzVGwqh_UYRyOa4z2YnTR4?authuser=0&hl=en&rclk=1
54.472675,18.4640362,sport,Jahn Sport. Kowalski Ł.,https://www.google.com/maps/place/Jahn+Sport.+Kowalski+%C5%81./data=!4m7!3m6!1s0x46fda109e2ac54ef:0x73ba1cea20d2efb8!8m2!3d54.472675!4d18.4640362!16s%2Fg%2F1tfphhnj!19sChIJ71Ss4gmh_UYRuO_SIOocunM?authuser=0&hl=en&rclk=1
54.435368,18.418612,sport,Modelscy Sport Club,https://www.google.com/maps/place/Modelscy+Sport+Club/data=!4m7!3m6!1s0x46fda1e23d645f5b:0x3dc2ebabd0ae56e7!8m2!3d54.435368!4d18.418612!16s%2Fg%2F11b6zptsk7!19sChIJW19kPeKh_UYR51au0Kvrwj0?authuser=0&hl=en&rclk=1
54.4599958,18.4633188,sport,Trampoliny Neo-Sport,https://www.google.com/maps/place/Trampoliny+Neo-Sport/data=!4m7!3m6!1s0x46fda14db79a9ab7:0x697f3cb7baf9ad60!8m2!3d54.4599958!4d18.4633188!16s%2Fg%2F11ghtq70q_!19sChIJt5qat02h_UYRYK35urc8f2k?authuser=0&hl=en&rclk=1
54.4143877,18.3725512,sport,Sklep sportowy i turystyczny sportbazar.pl,https://www.google.com/maps/place/Sklep+sportowy+i+turystyczny+sportbazar.pl/data=!4m7!3m6!1s0x46fd98cbbd0238e7:0x93778bbc605eefbf!8m2!3d54.4143877!4d18.3725512!16s%2Fg%2F11gbldsxj9!19sChIJ5zgCvcuY_UYRv-9eYLyLd5M?authuser=0&hl=en&rclk=1
54.4143877,18.3725512,sport,Marba-Sport Marcin Mocarski spółka komandytowa,https://www.google.com/maps/place/Marba-Sport+Marcin+Mocarski+sp%C3%B3%C5%82ka+komandytowa/data=!4m7!3m6!1s0x46fd98cbbd3fdf57:0x9d61340d55fdf3ba!8m2!3d54.4143877!4d18.3725512!16s%2Fg%2F11_vdm9vl!19sChIJV98_vcuY_UYRuvP9VQ00YZ0?authuser=0&hl=en&rclk=1
54.4442543,18.4293331,sport,Ocean-Tech Sp. o.o.,https://www.google.com/maps/place/Ocean-Tech+Sp.+o.o./data=!4m7!3m6!1s0x46fda027dd5b23f9:0x93e322aae868a00a!8m2!3d54.4442543!4d18.4293331!16s%2Fg%2F11bv5ryfq4!19sChIJ-SNb3Seg_UYRCqBo6Koi45M?authuser=0&hl=en&rclk=1
54.450348,18.561663,sport,Sport Shop Lech Sokołowski,https://www.google.com/maps/place/Sport+Shop+Lech+Soko%C5%82owski/data=!4m7!3m6!1s0x46fd0a8f80c5dfd1:0x59f7634bec6509c4!8m2!3d54.450348!4d18.561663!16s%2Fg%2F1tffbwtj!19sChIJ0d_FgI8K_UYRxAll7Etj91k?authuser=0&hl=en&rclk=1
